,categories,deals,display_phone,gift_certificates,id,image_url,is_claimed,is_closed,location_address,location_city,location_coordinate_latitude,location_coordinate_longitude,location_country_code,location_cross_streets,location_display_address,location_geo_accuracy,location_neighborhoods,location_postal_code,location_state_code,menu_date_updated,menu_provider,mobile_url,name,phone,rating,rating_img_url,rating_img_url_large,rating_img_url_small,review_count,snippet_image_url,snippet_text,url
6,"[[u'American (New)', u'newamerican'], [u'Bars', u'bars']]",,+1-415-525-4536,,prosper-san-francisco-5,https://s3-media2.fl.yelpcdn.com/bphoto/WVjwxxLYW07hr41uLJiLHA/ms.jpg,False,False,"[u'747 Market St', u'Fl 4']",San Francisco,37.7862129211,-122.404304504,US,Ofarrell St & Kearny St,"[u'747 Market St', u'Fl 4', u'Union Square', u'San Francisco, CA 94103']",8.0,"[u'Union Square', u'Financial District', u'SoMa']",94103,CA,,,https://m.yelp.com/biz/prosper-san-francisco-5?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Prosper,4155254536,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,30,https://s3-media3.fl.yelpcdn.com/photo/b2yJnQJ9NmEo0HN2__beXA/ms.jpg,"This place is definitely a hidden gem. It is located inside of Equinox on the 4th floor. The view is amazing, you can see the streets off fidi. 

We...",https://www.yelp.com/biz/prosper-san-francisco-5?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
7,"[[u'Whiskey Bars', u'whiskeybars'], [u'Speakeasies', u'speakeasies']]",,,,wilson-and-wilson-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/Z7kxi3lTHrd4Uc-hzrlgTw/ms.jpg,True,False,[u'505 Jones St'],San Francisco,37.7859776,-122.4131408,US,Ofarrell St & Geary St,"[u'505 Jones St', u'Tenderloin', u'San Francisco, CA 94102']",9.5,[u'Tenderloin'],94102,CA,,,https://m.yelp.com/biz/wilson-and-wilson-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Wilson & Wilson,,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,295,https://s3-media2.fl.yelpcdn.com/photo/aA7wbNGnl6LioSGQSPvBCA/ms.jpg,Wilson & Wilson is all about the speakeasy experience. Reservations are required along with a secret password. As this speakeasy does not allow pictures or...,https://www.yelp.com/biz/wilson-and-wilson-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
8,"[[u'Dive Bars', u'divebars'], [u'Lounges', u'lounges'], [u'Music Venues', u'musicvenues']]",,+1-415-235-6587,,tunnel-top-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/kyKICeJwagHA1glSC_5lng/ms.jpg,True,False,[u'601 Bush St'],San Francisco,37.790209,-122.4071672,US,Stockton St & Burritt St,"[u'601 Bush St', u'Union Square', u'San Francisco, CA 94108']",9.5,"[u'Union Square', u'Financial District']",94108,CA,,,https://m.yelp.com/biz/tunnel-top-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Tunnel Top,4152356587,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,754,https://s3-media2.fl.yelpcdn.com/photo/GBPuX7iqwn4qfC9Qyo1u4w/ms.jpg,"Dive bar with fun ambience.  Cocktails are typical prices -- $2 off before 7:30pm.

Great intimate area upstairs; has a NYC feel and so of course I loved...",https://www.yelp.com/biz/tunnel-top-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
9,"[[u'Dive Bars', u'divebars']]",,+1-415-982-0072,,li-po-cocktail-lounge-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/X2g8oFJ_el1WThllRRhDPw/ms.jpg,False,False,[u'916 Grant Ave'],San Francisco,37.795400843,-122.406441942,US,Washington St,"[u'916 Grant Ave', u'Chinatown', u'San Francisco, CA 94108']",8.0,[u'Chinatown'],94108,CA,,,https://m.yelp.com/biz/li-po-cocktail-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Li Po Cocktail Lounge,4159820072,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,475,https://s3-media1.fl.yelpcdn.com/photo/6ccW544Sh7xiGy_BBBMkmw/ms.jpg,"This place is gnarley. It's mad dark inside, there's quirky decor all over the place and you're kind of like where the f-ck am I? But I suppose that is its...",https://www.yelp.com/biz/li-po-cocktail-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
10,"[[u'Wine Bars', u'wine_bars']]",,+1-415-674-3567,,the-hidden-vine-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/UkbV06Bc51pDTqxxSeg8Yw/ms.jpg,True,False,[u'408 Merchant St'],San Francisco,37.79555,-122.40072,US,Battery St & Sansome St,"[u'408 Merchant St', u'Financial District', u'San Francisco, CA 94111']",8.0,[u'Financial District'],94111,CA,1472596965.0,single_platform,https://m.yelp.com/biz/the-hidden-vine-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Hidden Vine,4156743567,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,698,https://s3-media2.fl.yelpcdn.com/photo/LXEzH1zYXYosAxJsavbSpQ/ms.jpg,"Came for a company event and loved it! We got the mini pizzas, cheese & meat platters, and tried 3 bottles of wine. 

Honestly, I think I was more...",https://www.yelp.com/biz/the-hidden-vine-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
11,"[[u'Lounges', u'lounges'], [u'American (New)', u'newamerican']]",,+1-415-400-0561,,burritt-room-tavern-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/Ilyv23ROhWxb2kXi6Ik8UA/ms.jpg,True,False,"[u'417 Stockton St', u'2nd Flr']",San Francisco,37.7897917694,-122.407416411,US,Sutter St,"[u'417 Stockton St', u'2nd Flr', u'Union Square', u'San Francisco, CA 94108']",9.5,[u'Union Square'],94108,CA,1476342625.0,single_platform,https://m.yelp.com/biz/burritt-room-tavern-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Burritt Room + Tavern,4154000561,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,798,https://s3-media4.fl.yelpcdn.com/photo/zufJswCQ0ycxAj4YeGyeSQ/ms.jpg,Context: wanted our first of only 8 meals in San Francisco to be great. Was planning on just eating at the bar area but decided to go all in and eat in the...,https://www.yelp.com/biz/burritt-room-tavern-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
12,"[[u'Cocktail Bars', u'cocktailbars'], [u'Lounges', u'lounges']]",,+1-415-441-1100,,the-butterfly-lounge-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/VwsucpO9DO0nzAmhbsFNbQ/ms.jpg,True,False,[u'1500 Sutter St'],San Francisco,37.7872467041,-122.425430298,US,Octavia St & Gough St,"[u'1500 Sutter St', u'Japantown', u'San Francisco, CA 94109']",8.0,"[u'Japantown', u'Lower Pacific Heights']",94109,CA,,,https://m.yelp.com/biz/the-butterfly-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Butterfly Lounge,4154411100,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,35,https://s3-media2.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/ms.jpg,"Bartender Mike is really what makes Butterfly Lounge. Epic bartending. Epic personality. Crazy talented skills.

Sit at the bar and enjoy your evening with him!",https://www.yelp.com/biz/the-butterfly-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
13,"[[u'Wine Bars', u'wine_bars'], [u'Cafes', u'cafes'], [u'Tapas Bars', u'tapas']]",,+1-415-875-9859,,the-lab-by-napaology-san-francisco-3,https://s3-media2.fl.yelpcdn.com/bphoto/mvxIp1nWBdbtrduCaia7BA/ms.jpg,True,False,[u'930 Bush St'],San Francisco,37.78994,-122.41272,US,Jones St & Taylor St,"[u'930 Bush St', u'Nob Hill', u'San Francisco, CA 94109']",8.0,"[u'Nob Hill', u'Lower Nob Hill']",94109,CA,,,https://m.yelp.com/biz/the-lab-by-napaology-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Lab By Napaology,4158759859,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,56,https://s3-media4.fl.yelpcdn.com/photo/kATLcxFbARMtFo_feaa17g/ms.jpg,"Cute place, waitress didn't quite get my simple order but prices were awesome for sf: 2 strong beers and a sandwich for $21",https://www.yelp.com/biz/the-lab-by-napaology-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
14,"[[u'Bars', u'bars']]",,+1-415-722-9109,,house-rules-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/oqfe-OlY5Kz9szctcoUzJQ/ms.jpg,True,False,[u'2227 Polk St'],San Francisco,37.7972751225,-122.422142351,US,Green St & Vallejo St,"[u'2227 Polk St', u'Russian Hill', u'San Francisco, CA 94109']",9.5,[u'Russian Hill'],94109,CA,1472894997.0,single_platform,https://m.yelp.com/biz/house-rules-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,House Rules,4157229109,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,46,https://s3-media2.fl.yelpcdn.com/photo/KcRKdBmCknZH9ifWZxwXlQ/ms.jpg,"5 stars for the best damn BBQ ive tasted since leaving my home state of Texas i had with my friends last week at House Rules.

That mac and cheese is so...",https://www.yelp.com/biz/house-rules-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
15,"[[u'Lounges', u'lounges']]",,+1-415-362-3370,,vesuvio-cafe-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/WewH3gF1SXmjBB-vXpg_NQ/ms.jpg,True,False,[u'255 Columbus Ave'],San Francisco,37.7974748611,-122.406140864,US,Broadway St & Jack Kerouac Aly,"[u'255 Columbus Ave', u'Chinatown', u'San Francisco, CA 94133']",8.0,[u'Chinatown'],94133,CA,,,https://m.yelp.com/biz/vesuvio-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Vesuvio Cafe,4153623370,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,762,https://s3-media2.fl.yelpcdn.com/photo/i3JzIP99m8ax9CZmyrim_A/ms.jpg,My boyfriends and I wandered in here randomly after dinner to get a drink and we were surprised by how awesome it was. At first the decor is a little...,https://www.yelp.com/biz/vesuvio-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
16,"[[u'Cocktail Bars', u'cocktailbars']]",,+1-415-441-2252,,summer-place-cocktail-lounge-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/Fo3nFNbUmYOZQAD3nKE9lQ/ms.jpg,False,False,[u'801 Bush St'],San Francisco,37.78979,-122.41063,US,Taylor St & Mason St,"[u'801 Bush St', u'Union Square', u'San Francisco, CA 94108']",8.0,"[u'Union Square', u'Lower Nob Hill']",94108,CA,,,https://m.yelp.com/biz/summer-place-cocktail-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Summer Place Cocktail Lounge,4154412252,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,145,https://s3-media1.fl.yelpcdn.com/photo/r3Z8eYj8CdQAVvbnIjB2PA/ms.jpg,"Great bar with pin ball game. Cash only.
It has a fire place . Relaxing and cozy . Bartender pours a healthy shot.
Family runs spot. Love here.",https://www.yelp.com/biz/summer-place-cocktail-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
17,"[[u'Dive Bars', u'divebars']]",,+1-415-673-8023,,the-buccaneer-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/n2xcjI_gazRLgPAOXydMjQ/ms.jpg,False,False,[u'2155 Polk St'],San Francisco,37.79663,-122.4222,US,Broadway St & Vallejo St,"[u'2155 Polk St', u'Russian Hill', u'San Francisco, CA 94109']",8.0,[u'Russian Hill'],94109,CA,,,https://m.yelp.com/biz/the-buccaneer-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Buccaneer,4156738023,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,235,https://s3-media4.fl.yelpcdn.com/photo/PZsSSCa-XXZWBQhiPy8nPg/ms.jpg,I lived near this bar in the late 90s early 2000s.  Glad to see this place is still relevant and doing some good community service :-)   I see references to...,https://www.yelp.com/biz/the-buccaneer-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
18,"[[u'Cocktail Bars', u'cocktailbars'], [u'Lounges', u'lounges']]",,+1-415-693-9255,,hawthorn-san-francisco-3,https://s3-media3.fl.yelpcdn.com/bphoto/TSoR75k62KejQcuAiwdO-g/ms.jpg,True,False,[u'46 Geary St'],San Francisco,37.7880758,-122.4041972,US,Grant Ave & Kearny St,"[u'46 Geary St', u'Union Square', u'San Francisco, CA 94108']",9.5,"[u'Union Square', u'Financial District']",94108,CA,,,https://m.yelp.com/biz/hawthorn-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Hawthorn,4156939255,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,193,https://s3-media2.fl.yelpcdn.com/photo/9nYGTC-7pmTIKYNwsyq0lw/ms.jpg,"Great happy hour, fresh drinks and good atmosphere. 

Two rooms one has house music the back bar is the hip hop room which is nice if you want to change it...",https://www.yelp.com/biz/hawthorn-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
19,"[[u'Champagne Bars', u'champagne_bars'], [u'Lounges', u'lounges'], [u'Beer Bar', u'beerbar']]",,+1-415-994-2806,,noc-noc-on-broadway-san-francisco-3,https://s3-media1.fl.yelpcdn.com/bphoto/qnCMeWc31b_kEuhLwPP5Ew/ms.jpg,True,False,[u'515 Broadway'],San Francisco,37.7977056,-122.4057904,US,Romolo Pl & Kearny St,"[u'515 Broadway', u'Chinatown', u'San Francisco, CA 94133']",9.5,[u'Chinatown'],94133,CA,,,https://m.yelp.com/biz/noc-noc-on-broadway-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Noc Noc On Broadway,4159942806,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,28,https://s3-media2.fl.yelpcdn.com/photo/ChN6uwOpMJ_f5g2qAK072w/ms.jpg,I travel to San Francisco around once a month for work and stay in the Financial District. I try to visit this place every trip. The walk up to Noc Noc is...,https://www.yelp.com/biz/noc-noc-on-broadway-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
0,"[[u'Dive Bars', u'divebars']]",,+1-415-931-8711,,black-magic-voodoo-lounge-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/tpPRcis77mNFlpm5w0lWcg/ms.jpg,True,False,[u'1400 Lombard St'],San Francisco,37.80143,-122.42495,US,Van Ness Ave & United States Highway 101,"[u'1400 Lombard St', u'Marina/Cow Hollow', u'San Francisco, CA 94123']",8.0,[u'Marina/Cow Hollow'],94123,CA,,,https://m.yelp.com/biz/black-magic-voodoo-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Black Magic Voodoo Lounge,4159318711,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,141,https://s3-media1.fl.yelpcdn.com/photo/OIo5ZAsjm98wYk-zUPGfCg/ms.jpg,"Loved this place. We went there when it was me, my girlfriend and one other customer. The place is san francisco sized and the bartender, Sarah, was super...",https://www.yelp.com/biz/black-magic-voodoo-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
1,"[[u'Bars', u'bars'], [u'American (New)', u'newamerican']]",,+1-415-989-7131,,last-drop-tavern-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/x4vgBDfPUPAGgOSTVaZBjg/ms.jpg,True,False,[u'550 Powell St'],San Francisco,37.7899941802,-122.408699691,US,Anson Pl & Sutter St,"[u'550 Powell St', u'Union Square', u'San Francisco, CA 94108']",9.5,[u'Union Square'],94108,CA,1475301977.0,eat24,https://m.yelp.com/biz/last-drop-tavern-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Last Drop Tavern,4159897131,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,178,https://s3-media2.fl.yelpcdn.com/photo/6McHBgkPxJc8hvgkntV8qQ/ms.jpg,"I came in for a quick bite/late lunch on a Thursday.  I sat on the upper tier by the door/window.  Watched the street cars go by.  The staff was nice, the...",https://www.yelp.com/biz/last-drop-tavern-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
