,id,is_closed,name,image_url,url,mobile_url,phone,display_phone,review_count,categories,rating,snippet_text,location_address,location_display_address,location_city,location_state_code,location_postal_code,location_country_code,location_cross_streets,location_neighborhoods,location_coordinate,location_latitude,location_longitude
1453,lobsters-den-san-francisco,False,Lobster's Den,,https://www.yelp.com/biz/lobsters-den-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/lobsters-den-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,1.0,,3.0,"This quaint little tavern of a spot is a true hidden gem of SF, or at least of Pacific Heights. Okay, maybe Lower Pac Heights. Okay maybe it's not actually...",[Lower Pacific Heights],"[Lower Pacific Heights, SoMa, San Francisco, CA 94101]",San Francisco,CA,94101,US,,[SoMa],"{u'latitude': 37.77501, u'longitude': -122.41826}",37.77501,-122.41826
1454,3-for-all-san-francisco,False,3 for All,https://s3-media4.fl.yelpcdn.com/bphoto/boHtfRxk6aIcWe26RGFkSw/ms.jpg,https://www.yelp.com/biz/3-for-all-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/3-for-all-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,13.0,"[[Performing Arts, theater]]",5.0,"This was a very enjoyable night.  The three actors have astonishingly agile minds, successfully spinning scenes from random cues.  The stories' content is...",[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],,unknown,unknown
1455,pure-technique-san-francisco,False,Pure Technique,https://s3-media4.fl.yelpcdn.com/bphoto/Hoj0K53bpeg8hzaaPPQ27w/ms.jpg,https://www.yelp.com/biz/pure-technique-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/pure-technique-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152031827,+1-415-203-1827,12.0,"[[DJs, djs], [Arts & Entertainment, arts]]",4.5,Had the privilege of having Jonny and Aaron dj my wedding. We could not have asked for better dj's. they were very organized and had every song we...,[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],,unknown,unknown
1456,eyeheart-sf-san-francisco,False,EyeHeart SF,,https://www.yelp.com/biz/eyeheart-sf-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/eyeheart-sf-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,8.0,"[[Festivals, festivals]]",1.0,"Update: They didn't refund us after promising to, and have since stopped replying to texts and emails. 

Goooooo professionalism!",[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],,unknown,unknown
1457,cello-street-quartet-san-francisco,False,Cello Street Quartet,https://s3-media1.fl.yelpcdn.com/bphoto/172OjtOa8gIH32a2Kt51oA/ms.jpg,https://www.yelp.com/biz/cello-street-quartet-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cello-street-quartet-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,7757507814,+1-775-750-7814,6.0,"[[Performing Arts, theater], [Musicians, musicians]]",5.0,I first had the chance to hear these guys at a rowdy party at the San Francisco Italian Athletic Club.  One of the club members was being honored as Man of...,[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],,unknown,unknown
1458,martini-straight-up-san-francisco,False,Martini Straight Up,https://s3-media1.fl.yelpcdn.com/bphoto/BOaK2AQl1LGU8zhkCOVlrg/ms.jpg,https://www.yelp.com/biz/martini-straight-up-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/martini-straight-up-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,9252362663,+1-925-236-2663,2.0,"[[DJs, djs], [Arts & Entertainment, arts]]",5.0,Can't say enough wonderful things about Rich and his band. Martini Straight Up played our wedding in October 2010 and they were phenomenal from start to...,[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],"{u'latitude': 37.77713, u'longitude': -122.41964}",37.77713,-122.41964
1459,bushmills-irish-pipers-of-san-francisco-san-francisco,False,Bushmills Irish Pipers of San Francisco,https://s3-media1.fl.yelpcdn.com/bphoto/rRffd8FI3wKHx7wCUOqRIg/ms.jpg,https://www.yelp.com/biz/bushmills-irish-pipers-of-san-francisco-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bushmills-irish-pipers-of-san-francisco-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,2.0,"[[Performing Arts, theater]]",5.0,"P I P I N G   G O D S

So I'm sitting on a stool with ""W"" and ""L"" at the Chieftain amidst a large group of well suited men, good conversation and my current...",[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],,unknown,unknown
1460,klezmania-san-francisco,False,Klezmania!,,https://www.yelp.com/biz/klezmania-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/klezmania-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152394670,+1-415-239-4670,2.0,"[[Performing Arts, theater]]",5.0,"Amazing klezmar / jazz / swing band we hired for our wedding! Ben Brussels, the band leader, was professional and friendly, and helped us greatly to enjoy...",[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],"{u'latitude': 37.77713, u'longitude': -122.41964}",37.77713,-122.41964
1461,dr-sketchys-sf-san-francisco,False,Dr. Sketchy's SF,https://s3-media3.fl.yelpcdn.com/bphoto/zadORMgA_pw7VlsYZ7uPEg/ms.jpg,https://www.yelp.com/biz/dr-sketchys-sf-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/dr-sketchys-sf-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,1.0,"[[Social Clubs, social_clubs]]",4.0,"I went about three weeks ago. It was my first time- went with two friends.

The location changes often but this specific one, was held at 111 minna and was...","[111 Minna Gallery, 111 Minna St]","[111 Minna Gallery, 111 Minna St, SoMa, San Francisco, CA 94107]",San Francisco,CA,94107,US,,[SoMa],"{u'latitude': 37.78729, u'longitude': -122.39936}",37.78729,-122.39936
1462,michael-murphy-irish-dance-san-francisco,False,Michael Murphy Irish Dance,,https://www.yelp.com/biz/michael-murphy-irish-dance-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/michael-murphy-irish-dance-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159996062,+1-415-999-6062,3.0,"[[Performing Arts, theater], [Active Life, active]]",5.0,Michael is one of the best dance instructors around.  A quirky guy who is incredibly patient with people (even if you're terrible) and knows his Irish Dance...,[],"[SoMa, San Francisco, CA]",San Francisco,CA,,US,,[SoMa],"{u'latitude': 37.77713, u'longitude': -122.41964}",37.77713,-122.41964
1463,bloodhound-san-francisco-2,False,Bloodhound,https://s3-media1.fl.yelpcdn.com/bphoto/IY4zHcqLoZdLKsR8uCvrXw/ms.jpg,https://www.yelp.com/biz/bloodhound-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bloodhound-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158632840,+1-415-863-2840,603.0,"[[Cocktail Bars, cocktailbars]]",4.0,"Great service, amazing and I mean AMAZING, interesting and creative cocktails. Also just a generally cool vibe, with rustic decor. TRUST YOR BARTENDER, or...",[1145 Folsom St],"[1145 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,7th St & Langton St,[SoMa],"{u'latitude': 37.7758129063, u'longitude': -122.408807842}",37.7758129063,-122.408807842
1464,driftwood-san-francisco,False,Driftwood,https://s3-media3.fl.yelpcdn.com/bphoto/6wGxVh_1cMMaRmYgNtB6TA/ms.jpg,https://www.yelp.com/biz/driftwood-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/driftwood-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,88.0,"[[Lounges, lounges]]",4.0,"This is one of my favorite bars by my place. Last time I went I got to chill with a dog for an hour or so. I don't know if they always allow pets inside,...",[1225 Folsom St],"[1225 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,9th St & 8th St,[SoMa],"{u'latitude': 37.7744933, u'longitude': -122.4103337}",37.7744933,-122.4103337
1465,raven-bar-san-francisco,False,Raven Bar,https://s3-media2.fl.yelpcdn.com/bphoto/Eoi6Xtn8ytfhxviC9jbM8A/ms.jpg,https://www.yelp.com/biz/raven-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/raven-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154311151,+1-415-431-1151,470.0,"[[Lounges, lounges], [Dance Clubs, danceclubs]]",4.0,"If you want a low-key night out, where you can chill and talk without music blasting in your ears, this is the place. 

Cover on the weekends is $10 but I...",[1151 Folsom St],"[1151 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Hallam St,[SoMa],"{u'latitude': 37.7758002, u'longitude': -122.4088649}",37.7758002,-122.4088649
1466,azucar-lounge-san-francisco-4,False,Azucar Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/9C99LSKHzZrkfTaiZMPaHw/ms.jpg,https://www.yelp.com/biz/azucar-lounge-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/azucar-lounge-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152552982,+1-415-255-2982,506.0,"[[Lounges, lounges], [Mexican, mexican], [Venues & Event Spaces, venues]]",4.0,"Surprisingly satisfactory on every level! Great food, drinks, atmosphere, staff, music jukebox app, and yummy chips/salsa! And great non-alcoholic drink...",[299 9th St],"[299 9th St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Folsom St & Clementina St,[SoMa],"{u'latitude': 37.77392, u'longitude': -122.411618}",37.77392,-122.411618
1467,f8-nightclub-and-bar-san-francisco,False,F8 Nightclub and Bar,https://s3-media4.fl.yelpcdn.com/bphoto/P0HWZCnO_U9S1i0hp930Mw/ms.jpg,https://www.yelp.com/biz/f8-nightclub-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/f8-nightclub-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158571192,+1-415-857-1192,89.0,"[[Dance Clubs, danceclubs], [Lounges, lounges], [Venues & Event Spaces, venues]]",4.0,"I have been coming to f8, and specifically to Stamina Sundays for the free drum n bass every Sunday, for years. But I have had yet to try the cocktails,...",[1192 Folsom],"[1192 Folsom, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Rodgers St,[SoMa],"{u'latitude': 37.775296, u'longitude': -122.410074}",37.775296,-122.410074
1468,rumors-san-francisco-4,False,Rumors,https://s3-media3.fl.yelpcdn.com/bphoto/pX32W_YXPpgkW4XE6-Hjlg/ms.jpg,https://www.yelp.com/biz/rumors-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/rumors-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155536169,+1-415-553-6169,208.0,"[[Sports Bars, sportsbars], [American (Traditional), tradamerican], [Chicken Wings, chicken_wings]]",4.0,"Your typical sports bar, with a strong ""there are many places like it, but this one's mine"" vibe to it.

I like this place. I like that it's dark. I like...",[398 7th St],"[398 7th St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Harrison St & Cleveland St,[SoMa],"{u'latitude': 37.7754681, u'longitude': -122.4066365}",37.7754681,-122.4066365
1469,city-beer-store-san-francisco,False,City Beer Store,https://s3-media4.fl.yelpcdn.com/bphoto/RuQ2Su6w41QphMIbKAczlA/ms.jpg,https://www.yelp.com/biz/city-beer-store-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/city-beer-store-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155031033,+1-415-503-1033,672.0,"[[Beer, Wine & Spirits, beer_and_wine], [Beer Bar, beerbar]]",4.5,I was in here last weekend and had a great time.  They have a lot of great beers in the cooler as well as a few on tap.  I mixed and matched and grabbed a...,[1168 Folsom St],"[1168 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Langton St,[SoMa],"{u'latitude': 37.77578, u'longitude': -122.40965}",37.77578,-122.40965
1470,san-francisco-champagne-society-san-francisco,False,San Francisco Champagne Society,https://s3-media3.fl.yelpcdn.com/bphoto/cpPKRq9lur49QgifRhdXtg/ms.jpg,https://www.yelp.com/biz/san-francisco-champagne-society-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/san-francisco-champagne-society-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,10.0,"[[Champagne Bars, champagne_bars]]",5.0,"Love this place. It was a very memorable experience and just... amazing. 

Bill will set you up with everything you could possibly need. He has a very large...",[1097 Howard St],"[1097 Howard St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,7th St & Moss St,[SoMa],"{u'latitude': 37.7779104, u'longitude': -122.408943}",37.7779104,-122.408943
1471,cellarmaker-brewing-company-san-francisco,False,Cellarmaker Brewing Company,https://s3-media3.fl.yelpcdn.com/bphoto/Qe1mF0KEqenrCMztzwrEGQ/ms.jpg,https://www.yelp.com/biz/cellarmaker-brewing-company-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cellarmaker-brewing-company-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158633940,+1-415-863-3940,291.0,"[[Breweries, breweries]]",4.5,"My top 3 breweries.  Me and my friends are pretty beer obsessed.  We've been to over 50 breweries (we keep a list)!

Despite that large amount of beer we've...",[1150 Howard St],"[1150 Howard St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Sumner St,[SoMa],"{u'latitude': 37.7772102, u'longitude': -122.410759}",37.7772102,-122.410759
1472,roccos-café-san-francisco-3,False,Rocco's Café,https://s3-media3.fl.yelpcdn.com/bphoto/ZUGZqVh2HKrEBqFMecZhDg/ms.jpg,https://www.yelp.com/biz/roccos-caf%C3%A9-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/roccos-caf%C3%A9-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155540522,+1-415-554-0522,693.0,"[[Italian, italian], [American (Traditional), tradamerican], [Breakfast & Brunch, breakfast_brunch]]",4.0,"Highly recommend!

I had breakfast my myself and it was super good. I went for a three egg breakfast with bacon, potatoes and toast. Potatoes came with...",[1131 Folsom St],"[1131 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,7th St & Langton St,[SoMa],"{u'latitude': 37.77601, u'longitude': -122.40851}",37.77601,-122.40851
1473,soma-inn-café-san-francisco-2,False,Soma Inn Café,https://s3-media3.fl.yelpcdn.com/bphoto/Csc8rLM4sdZcmJS1foSokA/ms.jpg,https://www.yelp.com/biz/soma-inn-caf%C3%A9-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/soma-inn-caf%C3%A9-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158630742,+1-415-863-0742,258.0,"[[American (Traditional), tradamerican], [Burgers, burgers], [Sandwiches, sandwiches]]",3.5,"well...the food is actually really good. The sandwiches are great.
       The customer service is great. The staff here are so warm, friendly and great...",[1082 Folsom St],"[1082 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,7th St & Moss St,[SoMa],"{u'latitude': 37.777192, u'longitude': -122.407507}",37.777192,-122.407507
1474,cat-club-san-francisco,False,Cat Club,https://s3-media2.fl.yelpcdn.com/bphoto/NyuDwooOFxLkIxD0Ip4epQ/ms.jpg,https://www.yelp.com/biz/cat-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cat-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157038965,+1-415-703-8965,454.0,"[[Dance Clubs, danceclubs]]",3.5,"PEOPLE COME TO DANCE!!
i've had more good times here than almost anywhere in the city. the staff is stellar, attentive and get the job done so WE can have...",[1190 Folsom St],"[1190 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Rodgers St,[SoMa],"{u'latitude': 37.7753433574, u'longitude': -122.409873083}",37.7753433574,-122.409873083
1475,basil-thai-restaurant-and-bar-san-francisco,False,Basil Thai Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/ywhtbFLbV1aYdPNXVkuKXg/ms.jpg,https://www.yelp.com/biz/basil-thai-restaurant-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/basil-thai-restaurant-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155528999,+1-415-552-8999,1256.0,"[[Thai, thai], [Bars, bars]]",4.0,"I came here with my boyfriend to grab dinner before a Snakehips concert. From my past internship, I've only heard good things about this place, so we...",[1175 Folsom St],"[1175 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Langton St,[SoMa],"{u'latitude': 37.7754, u'longitude': -122.40927}",37.7754,-122.40927
1476,leisure-san-francisco,False,Leisure,https://s3-media1.fl.yelpcdn.com/bphoto/pQO93xkGeoi9QpnEQB6Nbw/ms.jpg,https://www.yelp.com/biz/leisure-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/leisure-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,60.0,"[[Dance Clubs, danceclubs], [Karaoke, karaoke]]",4.0,"I know this is going to give away my age, but I have been going to indie nights since I first started going to Popscene in 1998 in SF.  While I was in NYC,...","[Cat Club, 1190 Folsom St]","[Cat Club, 1190 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,,[SoMa],"{u'latitude': 37.77547, u'longitude': -122.41005}",37.77547,-122.41005
1477,terroir-natural-wine-merchant-san-francisco,False,Terroir Natural Wine Merchant,https://s3-media4.fl.yelpcdn.com/bphoto/JYLTwN0seX9RddA9yEjyZw/ms.jpg,https://www.yelp.com/biz/terroir-natural-wine-merchant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/terroir-natural-wine-merchant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155589946,+1-415-558-9946,340.0,"[[Wine Bars, wine_bars], [Venues & Event Spaces, venues], [Beer, Wine & Spirits, beer_and_wine]]",4.0,"The sign outside says, ""Wine. Cheese. Records."" All my favorite things.

But it gets even better than that. The ambiance and decor inside are relaxing,...",[1116 Folsom St],"[1116 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,7th St & Langton St,[SoMa],"{u'latitude': 37.7765708, u'longitude': -122.408314}",37.7765708,-122.408314
1478,club-gossip-san-francisco,False,Club Gossip,https://s3-media2.fl.yelpcdn.com/bphoto/XJJN8HJVXSD3AZgEpsfJRQ/ms.jpg,https://www.yelp.com/biz/club-gossip-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/club-gossip-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157038965,+1-415-703-8965,4.0,"[[Dance Clubs, danceclubs]]",4.5,"OUTSTANDING EVENT FOR ENJOYABLE DANCING MADNESS!

SIT-REP

*DIVE!  DIVE!  DIVE!*  [NO.  That is not a command with the KLAXON HORN alert indicating that a...",[1190 Folsom St],"[1190 Folsom St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Rausch St & Rodgers St,[SoMa],"{u'latitude': 37.77547, u'longitude': -122.41005}",37.77547,-122.41005
1479,paulinas-kitchen-bar-san-francisco,False,Paulina's Kitchen + Bar,https://s3-media2.fl.yelpcdn.com/bphoto/ATLOAKIwEAGQGu5sSpW4LQ/ms.jpg,https://www.yelp.com/biz/paulinas-kitchen-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/paulinas-kitchen-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152552982,+1-415-255-2982,1.0,"[[Cocktail Bars, cocktailbars], [Lounges, lounges]]",5.0,I was passing by and was surprised to find out that Azucar was opened for lunch! Although Paulina's is not Mexican food it's still great! Both lumpias and...,"[Azucar Lounge, 299 9th St]","[Azucar Lounge, 299 9th St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,,[SoMa],"{u'latitude': 37.7739754, u'longitude': -122.411644}",37.7739754,-122.411644
1480,103-harriet-san-francisco,False,103 Harriet,https://s3-media2.fl.yelpcdn.com/bphoto/-r870yAbTrUDigPMQoIgnA/ms.jpg,https://www.yelp.com/biz/103-harriet-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/103-harriet-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152641015,+1-415-264-1015,42.0,"[[Dance Clubs, danceclubs]]",3.5,"I love this spot for melt your face scramble your brain bass electronic music, and tickets are reasonable for great DJs.  Only downside is you have to...",[103 Harriet St],"[103 Harriet St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Folsom St & Harrison St,[SoMa],"{u'latitude': 37.7781474, u'longitude': -122.4057728}",37.7781474,-122.4057728
