,id,is_closed,name,image_url,url,mobile_url,phone,display_phone,review_count,categories,rating,snippet_text,location_address,location_display_address,location_city,location_state_code,location_postal_code,location_country_code,location_cross_streets,location_neighborhoods,location_coordinate
1884,chez-maman-west-san-francisco-2,False,Chez Maman West,https://s3-media3.fl.yelpcdn.com/bphoto/CaeMgzyLlE83jqYNrhKTrQ/ms.jpg,https://www.yelp.com/biz/chez-maman-west-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/chez-maman-west-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153559067,+1-415-355-9067,721.0,"[[French, french], [Burgers, burgers]]",4.0,"A long overdue review, but I absolutely love coming to this restaurant! It's in the middle of a bustling intersection of Hayes Valley. The service has...",[401 Gough St],"[401 Gough St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Hayes St & Ivy St,[Hayes Valley],"{u'latitude': 37.7769302262, u'longitude': -122.423146543}"
1885,rosebowl-florist-and-wine-bar-san-francisco,False,Rosebowl Florist & Wine Bar,https://s3-media2.fl.yelpcdn.com/bphoto/yiD9C9tQT7rRvZXwNpMZSg/ms.jpg,https://www.yelp.com/biz/rosebowl-florist-and-wine-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/rosebowl-florist-and-wine-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154741114,+1-415-474-1114,35.0,"[[Florists, florists], [Beer, Wine & Spirits, beer_and_wine]]",4.5,"Well, my my. Sometimes there is a business for EXACTLY what you are looking for. My wife's birthday came around, and I was looking to make her birthday...",[601 Van Ness Ave],"[601 Van Ness Ave, Fillmore, San Francisco, CA 94102]",San Francisco,CA,94102,US,,"[Fillmore, Civic Center, Western Addition]","{u'latitude': 37.78138, u'longitude': -122.4214}"
1886,nightbird-san-francisco,False,Nightbird,https://s3-media4.fl.yelpcdn.com/bphoto/jciJA8li4imQBx9UHsPVBg/ms.jpg,https://www.yelp.com/biz/nightbird-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/nightbird-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158297565,+1-415-829-7565,32.0,"[[American (New), newamerican]]",4.5,"I'm a longtime fan of Chef Alter's, of her career, her cooking, her menu design, her palate, and I think of Nightbird as a pleasing and high quality...",[330 Gough St],"[330 Gough St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Linden St & Fell St,[Hayes Valley],"{u'latitude': 37.776585, u'longitude': -122.4227352}"
1887,cala-san-francisco-2,False,CALA,https://s3-media3.fl.yelpcdn.com/bphoto/8oS76LIEN-fUkc0sc8bPPA/ms.jpg,https://www.yelp.com/biz/cala-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cala-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156607701,+1-415-660-7701,202.0,"[[Mexican, mexican], [Breakfast & Brunch, breakfast_brunch], [Cocktail Bars, cocktailbars]]",4.0,CALA is near the top of the list as far as exceptional dining experiences go. The restaurant was beautifully decorated. The high ceiling and whitewashed...,[149 Fell St],"[149 Fell St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,United States Highway 101 & Franklin St,"[Hayes Valley, Civic Center]","{u'latitude': 37.77599, u'longitude': -122.42036}"
1888,corridor-restaurant-san-francisco-4,False,Corridor Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/AzurpuzOR5RGQso4qadmiA/ms.jpg,https://www.yelp.com/biz/corridor-restaurant-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/corridor-restaurant-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158345684,+1-415-834-5684,62.0,"[[American (New), newamerican]]",4.0,"the service was great from ""go"" and the food didn't disappoint. the portions are huge though so if you aren't really hungry, you might want to rethink...",[100 Van Ness Ave],"[100 Van Ness Ave, Civic Center, San Francisco, CA 94102]",San Francisco,CA,94102,US,,[Civic Center],"{u'latitude': 37.7764980565, u'longitude': -122.419301023}"
1889,opera-plaza-deli-and-taqueria-san-francisco,False,Opera Plaza Deli & Taqueria,https://s3-media1.fl.yelpcdn.com/bphoto/YKBnMY8UC-XL1b6AxCp2EA/ms.jpg,https://www.yelp.com/biz/opera-plaza-deli-and-taqueria-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/opera-plaza-deli-and-taqueria-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158008898,+1-415-800-8898,40.0,"[[Delis, delis], [Grocery, grocery], [Mexican, mexican]]",3.5,Opera plaza deli & taqueria by far has the best service. The food and the workers create such an environment that will shape your experience. I would say...,"[601 Van Ness Ave, Ste K]","[601 Van Ness Ave, Ste K, Fillmore, San Francisco, CA 94102]",San Francisco,CA,94102,US,,"[Fillmore, Civic Center, Western Addition]","{u'latitude': 37.7816380015, u'longitude': -122.421940081}"
1890,dobbs-ferry-restaurant-san-francisco,False,Dobbs Ferry Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/A-9koV6w_FHLYhTAeGjk3Q/ms.jpg,https://www.yelp.com/biz/dobbs-ferry-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/dobbs-ferry-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155517700,+1-415-551-7700,423.0,"[[American (Traditional), tradamerican], [Italian, italian], [Desserts, desserts]]",3.5,"We had reservations we were late thirty mins on a sumday @ 1230, but there was a table for three available. I had the chicken waffles benedict, he had the...",[409 Gough St],"[409 Gough St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Hayes St & Ivy St,[Hayes Valley],"{u'latitude': 37.77707, u'longitude': -122.42318}"
1891,the-perennial-san-francisco,False,The Perennial,https://s3-media3.fl.yelpcdn.com/bphoto/Na81KrCozPt635EJM12Gng/ms.jpg,https://www.yelp.com/biz/the-perennial-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-perennial-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155007788,+1-415-500-7788,100.0,"[[American (New), newamerican]]",3.5,"This place is MINDBLOWING GOOD, BEST IN THE CITY! I've lived in Paris for the last 7 years and eaten at some of the best restaurants in the world w/ top...",[59 9th St],"[59 9th St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Jessie St & Market St,[SoMa],"{u'latitude': 37.7769513, u'longitude': -122.4154054}"
1892,sugar-lounge-san-francisco,False,Sugar Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/MVgIq4JZ2E5egCDLlwQv6Q/ms.jpg,https://www.yelp.com/biz/sugar-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/sugar-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152557144,+1-415-255-7144,546.0,"[[Lounges, lounges], [Cocktail Bars, cocktailbars]]",3.5,"This bar is legit. Great cocktails - I get the Richmond gimlet. 

For some reason it's never crowded. Which is another plus. If you ever need a bar that has...",[377 Hayes St],"[377 Hayes St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Gough St & Franklin St,[Hayes Valley],"{u'latitude': 37.776842, u'longitude': -122.4225268}"
1893,boxing-room-san-francisco,False,Boxing Room,https://s3-media4.fl.yelpcdn.com/bphoto/A9WmR-qBcFwqLUfCB7iTcg/ms.jpg,https://www.yelp.com/biz/boxing-room-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/boxing-room-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154306590,+1-415-430-6590,997.0,"[[Cajun/Creole, cajun]]",3.5,Came here on a rainy Monday night. The location is the corner of Grove and Gough. It was just before 19:00 hours (7pm for those who cant read military...,[399 Grove St],"[399 Grove St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Franklin St & Gough St,[Hayes Valley],"{u'latitude': 37.7777625904, u'longitude': -122.422927118}"
1894,biergarten-san-francisco,False,Biergarten,https://s3-media2.fl.yelpcdn.com/bphoto/1YGUyVXtADYjoWBS-yE8YA/ms.jpg,https://www.yelp.com/biz/biergarten-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/biergarten-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152529289,+1-415-252-9289,450.0,"[[German, german], [Pubs, pubs]]",4.0,A great place to grab a beer or two (OR be a champ and get a stein). Good selection of German beers available to choose from. Plenty of seating. The only...,[424 Octavia St],"[424 Octavia St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Linden St & Fell St,[Hayes Valley],"{u'latitude': 37.7760757083, u'longitude': -122.424053012}"
1895,florindas-market-street-grill-san-francisco-2,False,Florinda's Market Street Grill,https://s3-media3.fl.yelpcdn.com/bphoto/0S2k30E-2VMTAthHlqj3Fg/ms.jpg,https://www.yelp.com/biz/florindas-market-street-grill-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/florindas-market-street-grill-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154874414,+1-415-487-4414,187.0,"[[American (Traditional), tradamerican]]",3.0,I went here with 3 friends. It was walking distance from the library and City Hall. We were seated right away since they just opened and there was no one...,[1231 Market St],"[1231 Market St, SoMa, San Francisco, CA 94103]",San Francisco,CA,94103,US,Grove St & Hayes St,[SoMa],"{u'latitude': 37.77794, u'longitude': -122.41479}"
1896,the-grove-hayes-san-francisco,False,The Grove - Hayes,https://s3-media4.fl.yelpcdn.com/bphoto/lsLw2BjQ2_fDIJZakZuJVg/ms.jpg,https://www.yelp.com/biz/the-grove-hayes-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-grove-hayes-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156243953,+1-415-624-3953,788.0,"[[American (New), newamerican], [Cafes, cafes], [Sandwiches, sandwiches]]",3.5,"Very warm atmosphere and the coffee was delicious. It is served in very large cups, so refills are few and far between. Staff was extremely friendly and...",[301 Hayes St],"[301 Hayes St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Gough St & Franklin St,[Hayes Valley],"{u'latitude': 37.7769568592, u'longitude': -122.421467215}"
1897,christopher-elbow-artisanal-chocolate-san-francisco-2,False,Christopher Elbow Artisanal Chocolate,https://s3-media4.fl.yelpcdn.com/bphoto/JItTTnjWPT17_UeUJeBaRg/ms.jpg,https://www.yelp.com/biz/christopher-elbow-artisanal-chocolate-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/christopher-elbow-artisanal-chocolate-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153551105,+1-415-355-1105,361.0,"[[Desserts, desserts], [Chocolatiers & Shops, chocolate]]",4.5,Cool place to visit.  We got one of the chocolate drinks and tried a few of the chocolates.  The bananas foster chocolate candy was like someone dropping a...,[401 Hayes St],"[401 Hayes St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Octavia St & Gough St,[Hayes Valley],"{u'latitude': 37.77673, u'longitude': -122.42318}"
1898,mr-tipples-recording-studio-san-francisco,False,Mr Tipple's Recording Studio,https://s3-media2.fl.yelpcdn.com/bphoto/5GkWLF27wXeuvZ53BqOpHA/ms.jpg,https://www.yelp.com/biz/mr-tipples-recording-studio-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/mr-tipples-recording-studio-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158518561,+1-415-851-8561,88.0,"[[Cocktail Bars, cocktailbars], [Jazz & Blues, jazzandblues]]",4.5,"If you are visiting for Dreamforce, you'd hate this place. So don't bother with the walk. (and PLEASE stop renting it out... we like this place).

The jazz...",[39 Fell St],"[39 Fell St, Civic Center, San Francisco, CA 94102]",San Francisco,CA,94102,US,10th St & Polk St,[Civic Center],"{u'latitude': 37.7762308603, u'longitude': -122.418455513}"
1899,20th-century-cafe-san-francisco-2,False,20th Century Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/8E0YGqsNsuMJTN629XaBsQ/ms.jpg,https://www.yelp.com/biz/20th-century-cafe-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/20th-century-cafe-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156212380,+1-415-621-2380,259.0,"[[Coffee & Tea, coffee], [Bakeries, bakeries], [Cafes, cafes]]",4.0,"Love:  the Rueben, the silverware, the housemade bagels. 

Don't bring your bro pals. They wont get this place.",[198 Gough St],"[198 Gough St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Oak St & Lily St,[Hayes Valley],"{u'latitude': 37.7749929151, u'longitude': -122.422565371}"
1900,welcome-limo-san-francisco-2,False,Welcome Limo,https://s3-media1.fl.yelpcdn.com/bphoto/7Woow_8y0BDbN3QiGR4xPQ/ms.jpg,https://www.yelp.com/biz/welcome-limo-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/welcome-limo-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153417995,+1-415-341-7995,21.0,"[[Airport Shuttles, airport_shuttles], [Limos, limos], [Wine Tours, winetours]]",5.0,"They made my wedding day stress free! There were many stops and they were always on time, even early! I was a little concerned because I didn't pay a...",[3220 Jennings St],"[3220 Jennings St, SoMa, San Francisco, CA 94124]",San Francisco,CA,94124,US,Jamestown Ave & Ingerson Ave,[SoMa],"{u'latitude': 37.77559952, u'longitude': -122.418251038}"
1901,indigo-san-francisco,False,Indigo,https://s3-media1.fl.yelpcdn.com/bphoto/McXD7OG26insRc3kLu6a5A/ms.jpg,https://www.yelp.com/biz/indigo-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/indigo-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156739353,+1-415-673-9353,294.0,"[[American (New), newamerican]]",3.5,"While we had to ask for a wine list and our server asked if we needed ""more time"" as she handed it to us (that would be yes since you just handed us the...",[687 Mcallister St],"[687 Mcallister St, Fillmore, San Francisco, CA 94102]",San Francisco,CA,94102,US,Franklin St & Gough St,[Fillmore],"{u'latitude': 37.77945, u'longitude': -122.42327}"
1902,o-toro-sushi-san-francisco,False,O-Toro Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/I-nkSDzvsMS0k0CKeZt6rQ/ms.jpg,https://www.yelp.com/biz/o-toro-sushi-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/o-toro-sushi-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155533986,+1-415-553-3986,682.0,"[[Japanese, japanese], [Sushi Bars, sushi]]",4.0,I haven't had such melt-in-your-mouth buttery fish since eating sushi in Japan! Came here for a dinner with 2 other friends on a Monday night and this place...,[205 Oak St],"[205 Oak St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Octavia St & Gough St,[Hayes Valley],"{u'latitude': 37.774921, u'longitude': -122.422997}"
1903,soluna-cafe-and-lounge-san-francisco,False,Soluna Cafe and Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/GA7b7GsRD58IyAi1oZ3WJA/ms.jpg,https://www.yelp.com/biz/soluna-cafe-and-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/soluna-cafe-and-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156212200,+1-415-621-2200,468.0,"[[American (New), newamerican]]",3.0,"Soluna is our go-to restaurant in the Civic Center area.  It is conveniently located, very close to the Orpheum Theatre (2 minute walk). Davies Symphony...",[272 McAllister St],"[272 McAllister St, Civic Center, San Francisco, CA 94102]",San Francisco,CA,94102,US,Breen Pl & Larkin St,[Civic Center],"{u'latitude': 37.78085, u'longitude': -122.41651}"
1904,south-at-sfjazz-san-francisco,False,South at SFJazz,https://s3-media1.fl.yelpcdn.com/bphoto/zrcH2-Iu0dxqGWC3njfffA/ms.jpg,https://www.yelp.com/biz/south-at-sfjazz-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/south-at-sfjazz-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155393905,+1-415-539-3905,65.0,"[[Mexican, mexican]]",3.0,"Drink - 4 stars
         I really liked my drink! This is the first time I had egg whites in a drink, and it tasted great, and looked really cool (check out...",[201 Franklin St],"[201 Franklin St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Linden St & Fell St,[Hayes Valley],"{u'latitude': 37.7761665, u'longitude': -122.4211855}"
1905,nojo-ramen-tavern-san-francisco-2,False,Nojo Ramen Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/5-eUJvJc2CjPq3cy-zSyxg/ms.jpg,https://www.yelp.com/biz/nojo-ramen-tavern-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/nojo-ramen-tavern-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158964587,+1-415-896-4587,156.0,"[[Ramen, ramen], [Coffee & Tea, coffee], [Seafood, seafood]]",4.0,My husband and I were just walking about SF and we decided that we wanted to try a new Ramen spot.  Nojo came up in the Yelp reviews with 4 stars so we...,[231 Franklin St],"[231 Franklin St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Linden St & Fell St,[Hayes Valley],"{u'latitude': 37.77669, u'longitude': -122.42151}"
1906,caffe-delle-stelle-san-francisco,False,Caffe Delle Stelle,https://s3-media4.fl.yelpcdn.com/bphoto/GZQjQgXGNvEjKuZ2H27rQA/ms.jpg,https://www.yelp.com/biz/caffe-delle-stelle-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/caffe-delle-stelle-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152521110,+1-415-252-1110,362.0,"[[Italian, italian]]",3.0,"Just dined here last night and loved it! It's a cozy/comfortable, intimate, and classy atmosphere with delicious food at really great prices, especially for...",[395 Hayes St],"[395 Hayes St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Gough St & Franklin St,[Hayes Valley],"{u'latitude': 37.7767734, u'longitude': -122.4226963}"
1907,papito-hayes-san-francisco,False,Papito Hayes,https://s3-media4.fl.yelpcdn.com/bphoto/plM8RROpqZ7Qvz7P6W1dRQ/ms.jpg,https://www.yelp.com/biz/papito-hayes-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/papito-hayes-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155540541,+1-415-554-0541,284.0,"[[Mexican, mexican]]",4.0,Always a fave in the city! We love taking people here because it's in a cute walkable area in the city which is perfect for walking off the food right...,"[425 Hayes St, Ste A]","[425 Hayes St, Ste A, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Octavia St & Gough St,[Hayes Valley],"{u'latitude': 37.7767414802, u'longitude': -122.423523112}"
1908,davies-symphony-hall-san-francisco-2,False,Davies Symphony Hall,https://s3-media4.fl.yelpcdn.com/bphoto/Rk6sQ6pb7qEdclvhV5jYwQ/ms.jpg,https://www.yelp.com/biz/davies-symphony-hall-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/davies-symphony-hall-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156216600,+1-415-621-6600,233.0,"[[Performing Arts, theater], [Music Venues, musicvenues], [Venues & Event Spaces, venues]]",4.5,"Wow what a place for an orchestra. 

Came here recently for the Final Fantasy Symphony, performed by the San Francisco Symphony. My friends and I sat at the...",[201 Van Ness Ave],"[201 Van Ness Ave, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,,"[Hayes Valley, Civic Center]","{u'latitude': 37.7776149, u'longitude': -122.4206135}"
1909,the-sage-cafe-san-francisco,False,The Sage Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/QSZQBatTjIGxFojstaVIpg/ms.jpg,https://www.yelp.com/biz/the-sage-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-sage-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152529887,+1-415-252-9887,74.0,"[[Sandwiches, sandwiches], [Coffee & Tea, coffee]]",3.5,Owned by Chinese family. Across st from Davies symphony hall. Free wifi. On performance night the prices are higher by 1 to 4$. Came 5h early to see the...,[340 Grove St],"[340 Grove St, Hayes Valley, San Francisco, CA 94102]",San Francisco,CA,94102,US,Franklin St & Gough St,[Hayes Valley],"{u'latitude': 37.7780313, u'longitude': -122.4224603}"
